,category,definition,name,note,provenance,provenance_uri,resource_uri,term,vocabulary_id,vocabulary_status
188,,dissolved boron,"Boron, dissolved",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/boronDissolved/,boronDissolved,488,Current
189,,Total Boron (B),"Boron, total",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/boronTotal/,boronTotal,489,Current
190,,Areal coverage of the plant Borrichia frutescens,Borrichia frutescens Coverage,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/borrichiaFrutescensCoverage/,borrichiaFrutescensCoverage,490,Current
191,,Dissolved Bromide (Br-),"Bromide, dissolved",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/bromideDissolved/,bromideDissolved,491,Current
192,,Total Bromide (Br-),"Bromide, total",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/bromideTotal/,bromideTotal,492,Current
193,,Bromine (Br2),Bromine,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/bromine/,bromine,493,Current
194,,Dissolved Bromine (Br2),"Bromine, dissolved",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/bromineDissolved/,bromineDissolved,494,Current
195,,Bromodichloromethane (CHBrCl2),Bromodichloromethane,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/bromodichloromethane/,bromodichloromethane,495,Current
196,,"Bromoform (CHBr3), a haloform",Bromoform,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/bromoform/,bromoform,496,Current
197,,Bromomethane (Methyl bromide) (CH3Br),Bromomethane (Methyl bromide),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/bromomethane_MethylBromide/,bromomethane_MethylBromide,497,Current
198,,"The mass of many particles of the material divided by the total volume they occupy. The total volume includes particle volume, inter-particle void volume and internal pore volume.",Bulk density,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/bulkDensity/,bulkDensity,498,Current
199,,"Bulk electrical conductivity of a medium measured using a sensor such as time domain reflectometry (TDR), as a raw sensor response in the measurement of a quantity like soil moisture.",Bulk electrical conductivity,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/bulkElectricalConductivity/,bulkElectricalConductivity,499,Current
200,,Butane,Butane,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/butane/,butane,500,Current
201,,Butylbenzylphthalate (C19H20O4),Butylbenzylphthalate,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/butylbenzylphthalate/,butylbenzylphthalate,501,Current
202,,Butyric Acid (C4H8O2),Butyric Acid,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/butyricAcid/,butyricAcid,502,Current
203,,"Dissolved Cadmium. For chemical terms, ""dissolved"" indicates a filtered sample.","Cadmium, dissolved",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/cadmiumDissolved/,cadmiumDissolved,503,Current
204,,Ratio of concentrations of cadmium in two phases in equilibrium with each other. Phases must be specified.,"Cadmium, distribution coefficient",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/cadmiumDistributionCoefficient/,cadmiumDistributionCoefficient,504,Current
205,,Particulate cadmium (Cd) in suspension,"Cadmium, particulate",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/cadmiumParticulate/,cadmiumParticulate,505,Current
206,,"Total Cadmium (Cd). For chemical terms, ""total"" indciates an unfiltered sample.","Cadmium, total",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/cadmiumTotal/,cadmiumTotal,506,Current
207,,Dissolved Calcium (Ca),"Calcium, dissolved",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/calciumDissolved/,calciumDissolved,507,Current
208,,Total Calcium (Ca),"Calcium, total",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/calciumTotal/,calciumTotal,508,Current
209,,The phytoplankton pigment Canthaxanthin,Canthaxanthin,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/canthaxanthin/,canthaxanthin,509,Current
210,,Carbaryl (C12H11NO2),Carbaryl,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/carbaryl/,carbaryl,510,Current
211,,Carbazole (C12H9N),Carbazole,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/carbazole/,carbazole,511,Current
212,,Carbon dioxide,Carbon dioxide,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/carbonDioxide/,carbonDioxide,513,Current
213,,Carbon dioxide (CO2) flux,Carbon dioxide flux,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/carbonDioxideFlux/,carbonDioxideFlux,515,Current
214,,Carbon dioxide (CO2) storage flux,Carbon dioxide storage flux,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/carbonDioxideStorageFlux/,carbonDioxideStorageFlux,516,Current
215,,Dissolved Carbon dioxide (CO2),"Carbon Dioxide, dissolved",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/carbonDioxideDissolved/,carbonDioxideDissolved,514,Current
216,,"Carbon dioxide (CO2), raw data from sensor","Carbon dioxide, transducer signal",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/carbonDioxideTransducerSignal/,carbonDioxideTransducerSignal,517,Current
217,,Carbon disulfide (CS2),Carbon disulfide,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/carbonDisulfide/,carbonDisulfide,521,Current
218,,Dissolved carbon monoxide (CO),"Carbon monoxide, dissolved",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/carbonMonoxideDissolved/,carbonMonoxideDissolved,522,Current
219,,Carbon tetrachloride (CCl4),Carbon tetrachloride,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/carbonTetrachloride/,carbonTetrachloride,527,Current
220,,Carbon to nitrogen (C:N) mass ratio,Carbon to nitrogen mass ratio,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/carbonToNitrogenMassRatio/,carbonToNitrogenMassRatio,528,Current
221,,Carbon to nitrogen (C:N) molar ratio,Carbon to nitrogen molar ratio,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/carbonToNitrogenMolarRatio/,carbonToNitrogenMolarRatio,529,Current
222,,Dissolved Inorganic Carbon,"Carbon, dissolved inorganic",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/carbonDissolvedInorganic/,carbonDissolvedInorganic,518,Current
223,,Dissolved Organic Carbon,"Carbon, dissolved organic",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/carbonDissolvedOrganic/,carbonDissolvedOrganic,519,Current
224,,Dissolved Total (Organic+Inorganic) Carbon,"Carbon, dissolved total",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/carbonDissolvedTotal/,carbonDissolvedTotal,520,Current
225,,Particulate organic carbon in suspension,"Carbon, particulate organic",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/carbonParticulateOrganic/,carbonParticulateOrganic,523,Current
226,,Suspended Inorganic Carbon,"Carbon, suspended inorganic",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/carbonSuspendedInorganic/,carbonSuspendedInorganic,524,Current
227,,"DEPRECATED -- The use of this term is discouraged in favor of the use of the synonymous term ""Carbon, particulate organic"".","Carbon, suspended organic",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/carbonSuspendedOrganic/,carbonSuspendedOrganic,525,Current
228,,Suspended Total (Organic+Inorganic) Carbon,"Carbon, suspended total",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/carbonSuspendedTotal/,carbonSuspendedTotal,526,Current
229,,Total (Dissolved+Particulate) Carbon,"Carbon, total",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/carbonTotal/,carbonTotal,530,Current
230,,Total (Dissolved+Particulate) Inorganic Carbon,"Carbon, total inorganic",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/carbonTotalInorganic/,carbonTotalInorganic,531,Current
231,,Total (Dissolved+Particulate) Organic Carbon,"Carbon, total organic",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/carbonTotalOrganic/,carbonTotalOrganic,532,Current
232,,Total solid phase carbon,"Carbon, total solid phase",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/carbonTotalSolidPhase/,carbonTotalSolidPhase,533,Current
233,,Difference in the 13C:12C ratio between the sample and standard (del C 13),"Carbon-13, stable isotope ratio delta",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/carbon_13StableIsotopeRatioDelta/,carbon_13StableIsotopeRatioDelta,534,Current
234,,A radioactive isotope of carbon which undergoes beta decay,Carbon-14,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/carbon_14/,carbon_14,535,Current
235,,Carbonate ion (CO3-2) concentration,Carbonate,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/carbonate/,carbonate,512,Current
236,Chemistry,"Exocellulases or cellobiohydrolases cleave two to four units from the ends of the exposed chains produced by endocellulase, resulting in tetrasaccharides or disaccharides, such as cellobiose. Exocellulases are further classified into type I, that work processively from the reducing end of the cellulose chain, and type II, that work processively from the nonreducing end.",Cellobiohydrolase,,Wikipedia,https://en.wikipedia.org/wiki/Cellulase,/api/v1/variablename/cellobiohydrolase/,cellobiohydrolase,536,Current
237,,Dissolved Cesium (Cs),"Cesium, dissolved",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/cesiumDissolved/,cesiumDissolved,537,Current
238,,Total Cesium (Cs),"Cesium, total",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/cesiumTotal/,cesiumTotal,538,Current
239,,A radioactive isotope of cesium which is formed as a fission product by nuclear fission of uranium or plutonium.,Cesium-137,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/cesium_137/,cesium_137,539,Current
240,,Chloride (Cl-),Chloride,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/chloride/,chloride,540,Current
241,,Dissolved Chloride (Cl-),"Chloride, dissolved",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/chlorideDissolved/,chlorideDissolved,541,Current
242,,Total Chloride (Cl-),"Chloride, total",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/chlorideTotal/,chlorideTotal,542,Current
243,,Chlorine (Cl2),Chlorine,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/chlorine/,chlorine,543,Current
244,,Dissolved Chlorine (Cl2),"Chlorine, dissolved",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/chlorineDissolved/,chlorineDissolved,544,Current
245,,Chlorobenzene (C6H5Cl),Chlorobenzene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/chlorobenzene/,chlorobenzene,545,Current
246,,Chlorobenzilate (C16H14Cl2O3),Chlorobenzilate,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/chlorobenzilate/,chlorobenzilate,546,Current
247,,Chloroethane (C2H5Cl),Chloroethane,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/chloroethane/,chloroethane,547,Current
248,,Chloroethene (C2H3Cl),Chloroethene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/chloroethene/,chloroethene,548,Current
249,,"Chloroform (CHCl3), a haloform",Chloroform,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/chloroform/,chloroform,549,Current
250,,Chloromethane (CH3Cl),Chloromethane,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/chloromethane/,chloromethane,550,Current
251,,Chlorophyll (a+b+c),Chlorophyll (a+b+c),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/chlorophyll_a_b_c/,chlorophyll_a_b_c,554,Current
252,,Chlorophyll a,Chlorophyll a,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/chlorophyll_a/,chlorophyll_a,552,Current
253,,The phytoplankton pigment Chlorophyll a allomer,Chlorophyll a allomer,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/chlorophyll_a_Allomer/,chlorophyll_a_Allomer,553,Current
254,,Chlorphyll a corrected for pheophytin,"Chlorophyll a, corrected for pheophytin",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/chlorophyll_a_CorrectedForPheophytin/,chlorophyll_a_CorrectedForPheophytin,555,Current
255,,Chlorophyll a uncorrected for pheophytin,"Chlorophyll a, uncorrected for pheophytin",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/chlorophyll_a_UncorrectedForPheophytin/,chlorophyll_a_UncorrectedForPheophytin,556,Current
256,,Chlorophyll b,Chlorophyll b,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/chlorophyll_b/,chlorophyll_b,557,Current
257,,Chlorophyll c,Chlorophyll c,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/chlorophyll_c/,chlorophyll_c,558,Current
258,,Chlorophyll c1 and c2,Chlorophyll c1 and c2,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/chlorophyll_c1_And_c2/,chlorophyll_c1_And_c2,559,Current
259,,Chlorophyll Fluorescence,Chlorophyll fluorescence,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/chlorophyllFluorescence/,chlorophyllFluorescence,551,Current
260,,Trivalent Chromium,Chromium (III),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/chromium_III/,chromium_III,564,Current
261,,Hexavalent Chromium,Chromium (VI),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/chromium_VI/,chromium_VI,565,Current
262,,Dissolved Hexavalent Chromium,"Chromium (VI), dissolved",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/chromium_VI_Dissolved/,chromium_VI_Dissolved,566,Current
263,,Dissolved Chromium,"Chromium, dissolved",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/chromiumDissolved/,chromiumDissolved,560,Current
264,,Ratio of concentrations of chromium in two phases in equilibrium with each other. Phases must be specified.,"Chromium, distribution coefficient",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/chromiumDistributionCoefficient/,chromiumDistributionCoefficient,561,Current
265,,Particulate chromium (Cr) in suspension,"Chromium, particulate",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/chromiumParticulate/,chromiumParticulate,562,Current
266,,Total chromium (Cr). Total indicates was measured on a whole water (unfiltered) sample.,"Chromium, total",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/chromiumTotal/,chromiumTotal,563,Current
267,,"Chrysene (C18H12), a polycyclic aromatic hydrocarbon (PAH)",Chrysene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/chrysene/,chrysene,567,Current
268,,"cis-1,2-Dichloroethene (C2H2Cl2)","cis-1,2-Dichloroethene",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/cis_1_2_Dichloroethene/,cis_1_2_Dichloroethene,568,Current
269,,"cis-1,3-Dichloropropene (C3H4Cl2)","cis-1,3-Dichloropropene",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/cis_1_3_Dichloropropene/,cis_1_3_Dichloropropene,569,Current
270,,"USDA particle size distribution category. Less then 0.002 mm diameter fine earth particles. 
",Clay,See description at http://www.nrcs.usda.gov/wps/portal/nrcs/detail/soils/ref/?cid=nrcs142p2_054253,NRCS USDA ,,/api/v1/variablename/Clay/,Clay,570,Current
271,,Dissolved Cobalt (Co),"Cobalt, dissolved",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/cobaltDissolved/,cobaltDissolved,571,Current
272,,Total Cobalt (Co),"Cobalt, total",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/cobaltTotal/,cobaltTotal,572,Current
273,,A synthetic radioactive isotope of cobalt with a half-life of 5.27 years.,Cobalt-60,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/cobalt_60/,cobalt_60,573,Current
274,,Chemical oxygen demand,COD,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/COD/,COD,574,Current
275,,Fecal Coliform,"Coliform, fecal",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/coliformFecal/,coliformFecal,575,Current
276,,Total Coliform,"Coliform, total",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/coliformTotal/,coliformTotal,576,Current
277,,Color in quantified in color units,Color,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/color/,color,577,Current
278,,The concentration of colored dissolved organic matter (humic substances),Colored dissolved organic matter,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/coloredDissolvedOrganicMatter/,coloredDissolvedOrganicMatter,578,Current
279,,The identifying number for a water sampler container.,Container number,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/containerNumber/,containerNumber,579,Current
280,,Dissolved Copper (Cu),"Copper, dissolved",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/copperDissolved/,copperDissolved,580,Current
281,,Ratio of concentrations of copper in two phases in equilibrium with each other. Phases must be specified.,"Copper, distribution coefficient",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/copperDistributionCoefficient/,copperDistributionCoefficient,581,Current
282,,Particulate copper (Cu) in suspension,"Copper, particulate",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/copperParticulate/,copperParticulate,582,Current
283,,"Total copper (Cu). ""Total"" indicates was measured on a whole water (unfiltered) sample.","Copper, total",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/copperTotal/,copperTotal,583,Current
284,,The total number of events within the measurement period,Counter,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/counter/,counter,584,Current
285,,The chlorophyll a concentration contributed by cryptophytes,Cryptophytes,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/cryptophytes/,cryptophytes,585,Current
286,,Areal coverage of the plant Cuscuta spp.,Cuscuta spp. coverage,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/cuscutaSppCoverage/,cuscutaSppCoverage,586,Current
287,,Cyanide (CN),Cyanide,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/cyanide/,cyanide,587,Current
288,,Cyclohexane (C6H6Cl6),Cyclohexane,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/cyclohexane/,cyclohexane,588,Current
