,category,definition,name,note,provenance,provenance_uri,resource_uri,term,vocabulary_id,vocabulary_status
520,,Total Nitrogen (NO3+NO2+NH4+NH3+Organic),"Nitrogen, total",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/nitrogenTotal/,nitrogenTotal,788,Current
521,,Total dissolved nitrogen,"Nitrogen, total dissolved",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/nitrogenTotalDissolved/,nitrogenTotalDissolved,789,Current
522,,Total Kjeldahl Nitrogen (Ammonia+Organic),"Nitrogen, total kjeldahl",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/nitrogenTotalKjeldahl/,nitrogenTotalKjeldahl,790,Current
523,,Total nitrite (NO2),"Nitrogen, total nitrite",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/nitrogenTotalNitrite/,nitrogenTotalNitrite,791,Current
524,,Total (dissolved + particulate) organic nitrogen,"Nitrogen, total organic",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/nitrogenTotalOrganic/,nitrogenTotalOrganic,792,Current
525,,"15 Nitrogen, Delta Nitrogen",Nitrogen-15,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/nitrogen_15/,nitrogen_15,793,Current
526,,Difference in the 15N:14N ratio between the sample and standard (del N 15),"Nitrogen-15, stable isotope ratio delta",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/nitrogen_15_StableIsotopeRatioDelta/,nitrogen_15_StableIsotopeRatioDelta,794,Current
527,,Nitrous oxide (N2O),Nitrous oxide,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/nitrousOxide/,nitrousOxide,797,Current
528,,Areal coverage of no vegetation,No vegetation coverage,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/noVegetationCoverage/,noVegetationCoverage,798,Current
529,,o-Xylene (C8H10),o-Xylene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/o_Xylene/,o_Xylene,842,Current
530,,Odor,Odor,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/odor/,odor,827,Current
531,,Constant to be added as an offset to a variable of interest.,Offset,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/offset/,offset,828,Current
532,,Oil and grease,Oil and grease,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/oilAndGrease/,oilAndGrease,829,Current
533,,The organic matter component of a complex material.,Organic matter,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/organicMatter/,organicMatter,830,Current
534,,Azimuth orientation of sensor platform,Orientation,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/orientation/,orientation,831,Current
535,,Osmotic pressure,Osmotic pressure,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/osmoticPressure/,osmoticPressure,832,Current
536,,Oxygen,Oxygen,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/oxygen/,oxygen,833,Current
537,,Oxygen (O2) flux,Oxygen flux,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/oxygenFlux/,oxygenFlux,837,Current
538,,Consumption of oxygen by biological and/or chemical processes,Oxygen uptake,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/oxygenUptake/,oxygenUptake,838,Current
539,,Dissolved oxygen,"Oxygen, dissolved",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/oxygenDissolved/,oxygenDissolved,834,Current
540,,"Dissolved oxygen, percent saturation","Oxygen, dissolved percent of saturation",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/oxygenDissolvedPercentOfSaturation/,oxygenDissolvedPercentOfSaturation,835,Current
541,,"Dissolved oxygen, raw data from sensor","Oxygen, dissolved, transducer signal",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/oxygenDissolvedTransducerSignal/,oxygenDissolvedTransducerSignal,836,Current
542,,"18 O, Delta O",Oxygen-18,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/oxygen_18/,oxygen_18,839,Current
543,,Difference in the 18O:16O ratio between the sample and standard,"Oxygen-18, stable isotope ratio delta",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/oxygen_18_StableIsotopeRatioDelta/,oxygen_18_StableIsotopeRatioDelta,840,Current
544,,Ozone (O3),Ozone,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/ozone/,ozone,841,Current
545,,Parameter related to a hydrologic process. An example usage would be for a starge-discharge relation parameter.,Parameter,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/parameter/,parameter,843,Current
546,,Parathion-ethyl (C10H14NO5PS),Parathion-ethyl,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/parathion_Ethyl/,parathion_Ethyl,844,Current
547,,Pentachlorobenzene (C6HCl5),Pentachlorobenzene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/pentachlorobenzene/,pentachlorobenzene,845,Current
548,,Pentachlorophenol (C6HCl5O),Pentachlorophenol,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/pentachlorophenol/,pentachlorophenol,846,Current
549,,Pentane,Pentane,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/pentane/,pentane,847,Current
550,,The percent of full scale for an instrument,Percent full scale,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/percentFullScale/,percentFullScale,848,Current
551,,The phytoplankton pigment Peridinin,Peridinin,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/peridinin/,peridinin,849,Current
552,,Permethrin (C21H20Cl2O3),Permethrin,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/permethrin/,permethrin,850,Current
553,,"Permittivity is a physical quantity that describes how an electric field affects, and is affected by a dielectric medium, and is determined by the ability of a material to polarize in response to the field, and thereby reduce the total electric field inside the material. Thus, permittivity relates to a material's ability to transmit (or ""permit"") an electric field.",Permittivity,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/permittivity/,permittivity,851,Current
554,,"Perylene (C20H12), a polycyclic aromatic hydrocarbon (PAH)",Perylene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/perylene/,perylene,852,Current
555,,Total petroleum hydrocarbon,"Petroleum hydrocarbon, total",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/petroleumHydrocarbonTotal/,petroleumHydrocarbonTotal,853,Current
556,,pH is the measure of the acidity or alkalinity of a solution. pH is formally a measure of the activity of dissolved hydrogen ions (H+). Solutions in which the concentration of H+ exceeds that of OH- have a pH value lower than 7.0 and are known as acids.,pH,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/pH/,pH,854,Current
557,,"Phenanthrene (C14H10), a polycyclic aromatic hydrocarbon (PAH)",Phenanthrene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/phenanthrene/,phenanthrene,855,Current
558,,Phenol (C6H5OH),Phenol,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/phenol/,phenol,856,Current
559,,Total Phenolics,"Phenolics, total",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/phenolicsTotal/,phenolicsTotal,857,Current
560,,Pheophytin (Chlorophyll which has lost the central Mg ion) is a degradation product of Chlorophyll,Pheophytin,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/pheophytin/,pheophytin,858,Current
561,,Phorate (C7H17O2PS3),Phorate,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/phorate/,phorate,859,Current
562,,Phosphorodithioic acid (C10N12N3O3PS2),Phosphorodithioic acid,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/phosphorodithioicAcid/,phosphorodithioicAcid,860,Current
563,,Dissolved Phosphorus (P),"Phosphorus, dissolved",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/phosphorusDissolved/,phosphorusDissolved,861,Current
564,,Dissolved organic phosphorus,"Phosphorus, dissolved organic",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/phosphorusDissolvedOrganic/,phosphorusDissolvedOrganic,862,Current
565,,Inorganic Phosphorus,"Phosphorus, inorganic",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/phosphorusInorganic/,phosphorusInorganic,863,Current
566,,Organic Phosphorus,"Phosphorus, organic",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/phosphorusOrganic/,phosphorusOrganic,864,Current
567,,Orthophosphate Phosphorus,"Phosphorus, orthophosphate",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/phosphorusOrthophosphate/,phosphorusOrthophosphate,865,Current
568,,Dissolved orthophosphate phosphorus,"Phosphorus, orthophosphate dissolved",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/phosphorusOrthophosphateDissolved/,phosphorusOrthophosphateDissolved,866,Current
569,,Total orthophosphate phosphorus,"Phosphorus, orthophosphate total",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/phosphorusOrthophosphateTotal/,phosphorusOrthophosphateTotal,867,Current
570,,Particulate phosphorus,"Phosphorus, particulate",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/phosphorusParticulate/,phosphorusParticulate,868,Current
571,,Particulate organic phosphorus in suspension,"Phosphorus, particulate organic",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/phosphorusParticulateOrganic/,phosphorusParticulateOrganic,869,Current
572,,Phosphate phosphorus,"Phosphorus, phosphate (PO4)",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/phosphorusPhosphate_PO4/,phosphorusPhosphate_PO4,870,Current
573,,Phosphate (PO4) flux,"Phosphorus, phosphate flux",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/hosphorusPhosphateFlux/,hosphorusPhosphateFlux,692,Current
574,,Polyphosphate Phosphorus,"Phosphorus, polyphosphate",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/phosphorusPolyphosphate/,phosphorusPolyphosphate,871,Current
575,,Total Phosphorus,"Phosphorus, total",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/phosphorusTotal/,phosphorusTotal,872,Current
576,,Total dissolved phosphorus,"Phosphorus, total dissolved",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/phosphorusTotalDissolved/,phosphorusTotalDissolved,873,Current
577,,Measurement of phytoplankton with no differentiation between species,Phytoplankton,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/phytoplankton/,phytoplankton,874,Current
578,,Piperonyl Butoxide (C19H30O5),Piperonyl Butoxide,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/piperonylButoxide/,piperonylButoxide,875,Current
579,,"Polycyclic aromatic hydrocarbon (PAH) having at least one alkyl sidechain (methyl, ethyl or other alkyl group) attached to the aromatic ring structure","Polycyclic aromatic hydrocarbon, alkyl",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/polycyclicAromaticHydrocarbonAlkyl/,polycyclicAromaticHydrocarbonAlkyl,876,Current
580,,"Unsubstituted (i.e., non-alkylated) polycyclic aromatic hydrocarbon (PAH)","Polycyclic aromatic hydrocarbon, parent",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/polycyclicAromaticHydrocarbonParent/,polycyclicAromaticHydrocarbonParent,877,Current
581,,"total polycyclic aromatic hydrocarbon (PAH), also known as poly-aromatic hydrocarbons or polynuclear aromatic hydrocarbons","Polycyclic aromatic hydrocarbon, total",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/polycyclicAromaticHydrocarbonTotal/,polycyclicAromaticHydrocarbonTotal,878,Current
582,,"Porosity or void fraction is a measure of the void (i.e. ""empty"") spaces in a material, and is a fraction of the volume of voids over the total volume, between 0 and 1, or as a percentage between 0 and 100%.",Porosity,,Wikipedia,https://en.wikipedia.org/wiki/Porosity,/api/v1/variablename/porosity/,porosity,1529,Current
583,,Position of an element that interacts with water such as reservoir gates,Position,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/position/,position,879,Current
584,,Dissolved Potassium (K),"Potassium, dissolved",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/potassiumDissolved/,potassiumDissolved,880,Current
585,,Total Potassium (K),"Potassium, total",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/potassiumTotal/,potassiumTotal,881,Current
586,,Precipitation such as rainfall. Should not be confused with settling.,Precipitation,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/precipitation/,precipitation,882,Current
587,,Pressure,"Pressure, absolute",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/pressureAbsolute/,pressureAbsolute,883,Current
588,,Pressure relative to the local atmospheric or ambient pressure,"Pressure, gauge",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/pressureGauge/,pressureGauge,884,Current
589,,Primary Productivity,Primary productivity,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/primaryProductivity/,primaryProductivity,885,Current
590,,"Rate at which an ecosystem accumulates energy by fixation of sunlight, including that consumed by the ecosystem.","Primary productivity, gross",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/primaryProductivityGross/,primaryProductivityGross,886,Current
